code,title,description,prereqs,credits,prereq_type,area
PHSC412 ," Food, Policy, and Public Health "," Broad overview of the impact of food and food policy on public health. Course covers topics such as access to food, food systems, influence of food policies on the individual, the cost of food, influences on food selection, food safety risks and responses, nutrition-related health challenges, and a comparison of US food/nutrition issues with those of other nations. ", Must have completed HLSA300 with a C- or higher.  ,3,Flexible,PHSC
PHSC415 ," Essentials of Public Health Biology: The Cell, The Individual, and Disease "," Presents the basic scientific and biomedical concepts of modern public health problems and explores in depth mechanisms and models of the major categories of disease. The biologic principles presented are foundations to public health disease prevention, control, or management programs. ", Minimum grade of C- in BSCI202.   ,3,Hard,PHSC
PHSC440 , Public Health Nutrition ," Engages students in conceptual thinking about the relationship between public health and nutritional health. Students will analyze and interpret ""A Framework for Public Health Nutrition."" Students will identify determinants of nutritional health, assess nutritional health in individuals and populations, develop strategies to mitigate these issues, and analyze and evaluate public health nutrition policies. "," A minimum of C- in BSCI170, BSCI171, CHEM131, CHEM132 and EPIB301.  ",3,Hard,PHSC
PHSC497 , Public Health Science Capstone ," The capstone course is the culminating experience for Public Health Science students and must be taken only in the final semester of study. The Public Health Science capstone course is designed to challenge students to integrate the five core areas of public health in investigating, researching and addressing public health issues. Throughout the semester, students will be required to evaluate, analyze and synthesize scholarly works as they research and propose solutions to a variety of public health issues. By the conclusion of this research based course, students will understand how the various public health perspectives can combine in addressing and informing public health practices. ", Must have completed the professional writing requirement with a C- or higher; and minimum grade of C- in MIEH400.   ,3,Flexible,PHSC
PLCY101 , Great Thinkers on Public Policy ," Great ideas in public policy, such as equality, efficiency, sovereignty, liberty, bureaucracy, democracy and security are explored through the lens of great thinkers. An introduction to the intellectual foundations of public policy, from ancient theories on collective public action through the more contemporary development of public policy as a discipline. This may start as early as the ancient Greek philosophers and their views on public action through contemporary classics of public policy. At the conclusion of the course, students will have read classic works in the field and will master the key themes that have dominated the intellectual debates about public policy over its history. Emphasis will be on the interdisciplinary foundations of public policy, through examining core disciplinary contributions from economics, political science, management, philosophy, and other relevant disciplines. ", None ,3,None,PLCY
PLCY201 , Public Leaders and Active Citizens ," Aims to inspire, teach and engage students in the theory and practice of public leadership from the local to the national to the global level. Students will learn and apply diverse approaches to leadership in a multicultural society while developing an understanding of key frameworks and practices necessary to foster collective action across private, public, and nonprofit sectors. This course will allow students to become informed citizens able to reason critically and persuasively about public matters Students will also explore and assess their own personal values, beliefs, and purpose as they develop their leadership potential. ", None ,3,None,PLCY
PLCY215 , Innovation and Social Change: Creating Change for Good ," A team-based, highly interactive and dynamic course that provides an opportunity for students to generate solutions to a wide range of problems facing many communities today.  Students in the iGIVE Program will deepen their understanding of entrepreneurship and innovation practices by creating and implementing projects or ventures that address an issue of their choosing while learning topics such as communications, project management, teamwork, leadership, fundraising, project sustainability and next steps in social change. ", None ,3,None,PLCY
PLCY301 , Sustainability , Designed for students whose academic majors would be enhanced by the complementary study of a widely shared but hard-to-operationalize aspiration: that present choices should preserve or improve future options rather than foreclose or degrade them. How should we understand sustainability? How might we achieve it? How would we know if we had achieved it? And how could sustainability activists of a rising generation lead by example? , None ,3,None,PLCY
PLCY302 , Examining Pluralism in Public Policy ," Understanding pluralism and how groups and individuals coexist in society is an essential part of the public policy process. This course will examine the ways in which the diverse experiences of race, gender, ethnicity, class, orientation, identity, and religion impact the understanding of and equitable delivery of public policy. The examination of how identity development shapes our understanding of society and influences the decision-making process is central to students' shaping policy that is truly for the people. This course will equip students with the skills needed to analyze pluralism and draw conclusions about the application of various theories to public policy issues. ", None ,3,None,PLCY
PLCY303 , Public Economics Raising and Spending the People's Money ," Applied course in public finance, including introductions to resource mobilization (including taxation), macroeconomic policy, key public expenditure policies, and government budgetary processes and politics. The course will build on the foundations from ECON 202 to address the specific application of public finance principles to solving public problems. The course will focus on the principles of welfare economics (including market failure), economic principles as applied to particular spending programs and tax choices, and issues and institutions involved in the allocation and management of resources both at a national and subnational level. The focus of the course is on these issues from both a domestic and global perspective. ", ECON200.   ,3,Hard,PLCY
PLCY306 , Public Policy Analysis in Action ," Utilizes our unique location in the Washington, D.C. region to create a laboratory within which to analyze local, regional, national and international policy problems. Students will be put into teams and assigned to real and timely policy cases. The course will include meetings and field trips with local leaders in the field, ideally connected to the cases. Student will then expand and apply their use of policy analysis and evaluation skills to define those problems, analyze alternative responses, devise appropriate strategies for implementation, and evaluate the success of the proposed policy and implementation. The course will conclude with team presentations to local leaders and faculty. This distinctive course will serve to prepare students for their client- based senior capstone course. ", None ,3,None,PLCY
PLCY310 , Nonprofit Leadership and Social Innovation in Action ," Furthers students understanding of topics in leadership, social innovation, resource development, community mobilization through networks, and the role of policy making in creating change. This course will further students understanding of the creation and leadership of nonprofits, social ventures, governance and boards; strategic planning and partnerships; advocacy and public policy processes; community outreach; working in teams, effective communications, and cross-sector approaches to scaling up social impact. ", PLCY 213. ,3,Hard,PLCY
PLCY311 , Women in Leadership ," Examines the role of women in the leadership process including the participation of women as activists, voters, advocates, public leaders and as agents of change through various avenues including, among others, public service (elected and appointed), the media, community service, political organizations, and the nonprofit sector. ", None ,3,None,PLCY
PLCY313 , Advocacy in the American Political System , Introduces students to the creation of law through the legislative process with a special focus on the Maryland General Assembly. , None ,3,None,PLCY
PLCY400 , Senior Capstone ," Public Policy students will take the skills and knowledge gained through their curriculum and apply them through their senior capstone course.  Students will work in teams on problems and issues presented by outside clients, with guidance from faculty facilitators and interaction with the clients.  Each team will work with the client to address a particular problem and produce a mutually agreed upon outcome.  These hands on projects will advance students' understanding of the analytical, leadership, communication and problem solving skills necessary to address today's policy problems while allowing them to gain professional level experience that could contribute to their success in their post UMD endeavors.  The course will conclude with an event that allows all teams to present their findings and outcomes to their client while being evaluated by faculty and public policy professionals. ", PLCY306.   ,3,Hard,PLCY
PLCY401 , Contemporary Issues in Public Policy ," An integrative course that allows policy students to explore the complexities of the policy-making process from the perspective of specific policy topics. They will learn about and discuss subject- based issues in a seminar format led by faculty and policy experts. Site visits to federal agencies, guest speakers, and round table sessions ensure that students receive a variety of real-world perspectives on their chosen policy area. ", None ,3,None,PLCY
PLCY610 , Quantitative Aspects of Public Policy ," Introduces statistical methods needed for evaluating and choosing among policy options. Topics include probability; decision-making under uncertainty; the organization, interpretation, and visual display of complex data; prediction and inferences about causality; hypothesis testing; and linear and multiple regression. Develops analytical skills and the ability to apply theory to complex, real-world problems. ", None ,3,None,PLCY
PLCY611 , Quantitative Analysis of Policy Issues ," Study of a series of problems and the development of quantitative techniques to describe or evaluate the problem. The organization and interpretation of complex data and its use for prediction and inference about casual effects. The definition of objectives, trade-offs among objectives, and allocation of resources to meet objectives. Sensitivity of outcomes to changing conditions. ", None ,3,None,PLCY
PLCY640 , Microeconomic and Policy Analysis ," Applies intermediate microeconomic theory to public policy issues: resource allocation by firms and consumers; the response of economic agents to changes in incentives; market allocations in competitive and non-competitive environments; and market failures and government remedies. Uses extended case studies of particular issues in such areas as the environment (acid rain), international trade (tariffs), industry regulation (cable TV), and the provision of public goods (highways). ", None ,3,None,PLCY
PLCY692 , Leadership Principles and Practices ," This course will introduce leadership principles and practices to students by focussing on the theory of leadership, different leadership themes and skills, and discussions with practitioners. ", None ,3,None,PLCY
PLCY717 , Federal Budgeting: Policy and Process ," Budgeting as a political and administrative instrument of government. Development of budgeting, the multiple uses of the budget, including role in fiscal policy and resource allocation, the roles and relationships of major participants, and effects of resource scarcity on budgeting behavior. Emphasis on the federal level. ", None ,3,None,PLCY
PLCY720 , International Security Policy ," Reviews the principal features of international security as currently practiced. Traces the evolution of contemporary policy beginning with the initiation of nuclear weapons programs during World War II. Particular emphasis is given to experience of the United States and Russia, since the historical interaction between these two countries has disproportionately affected the international security conditions that all other countries now experience. ", None ,3,None,PLCY
PLCY732 , Policy and Politics of Education Reform ," Examines education reform in its historical, fiscal, cultural, and lega contexts, and the changing relationship between education and economic opportunity. Focuses on institutional and normative issues, including national standards, public school choice, charter schools, vouchers and funding equity. ", None ,3,None,PLCY
PLCY734 , Foundations of Social Policy ," Provides an overview of government's role in social policy and the history of the development of federal and state policies with respect to welfare, aging, education, and housing. Analyzes current federal institutions and legislation in the same policy areas and the demographic history of the United States. Develops skills in analytic writing and presentation of descriptive data. ", None ,3,None,PLCY
PLCY737 , Strategies of Equality ," Concentrates on the institutional and political means by which disadvantaged segments of the United States population have sought to enhance their social, economic and political prospects. Race, gender and disability are the substantive focal points, with considerable attention given to the challanges of African American socio-political uplift. Also explores legislation, litigation, administration, agitation (i.e. protest), and constitutional reform. Students become familiar with alternative conceptions of equality and the modes of argument employed in different institutional and political contexts. ", None ,3,None,PLCY
PLCY740 , Public Policy and the Environment ," Surveys of major federal environmental legislation; the development and implementation of laws, and alternative ways of thinking about the relationship between humans and the environment. ", None ,3,None,PLCY
PLCY742 , Environmental Ethics ," Analyzes issues such as the relation between human beings and nature from the perspectives of the science, history, philosophy, and religion. Considers the bases for policies such as environmental regulation, public lands, and international conventions with respect to the environment. ", None ,3,None,PLCY
PLCY745 , Human Health and Environmental Policy ," Reviews the major human physiological systems and their integrated toxicological functions; considers key bodily defenses; and discusses classic, emerging, and ambiguous risks; in all ecological context. Applies to scientific controversy, the methods of policy formation, such as risk analysis, social-cost analysis, ""outcomes"" analysis, and decision analysis, all in political-economic context. ", None ,3,None,PLCY
PLCY780 , The American Foreign Policy-Making Process , Survey and analysis of the governmental institutions and processes which shape U.S. global engagement on national security and international economic issues. Particular emphasis is given to executive-congressional relations and the broader domestic roots of foreign policy. , None ,3,None,PLCY
PLCY781 , International Economic Policy ," Issues and choices facing the United States in today's global economy. Primary, but not exclusive, emphasis is given to ""competitive interdependence"" among advanced industrial societies. ", None ,3,None,PLCY
PLCY782 , International Development Economics ," Examines key current economic and policy issues for developing and transition economies. Topics include inflation stabilization, fiscal policy, selected trade issues, dealing with international capital flows, the role of multilateral organizations, such as the International Monetary Fund and the World Bank, and issues relating to saving, investment and growth. ", None ,3,None,PLCY
PLCY790 , Project Course ," Students work at a sponsoring government agency or private firm researching problem of interest to sponsor and relevant to concentration. Emphasis on problem definition, organizing information, and both oral and written presentation of results. ", None ,3,None,PLCY
PSYC123 , The Psychology of Getting Hired , Designed to introduce students to the science behind the hiring process and to prepare individuals with the academic and practical training required.  Together we will explore psychological principles that influence the selection process and how individuals can apply them for the competitive edge that makes others Fear the Turtle! , None ,1,None,PSYC
PSYC200 , Statistical Methods in Psychology , A basic introduction to quantitative methods used in psychological research. ," PSYC100. And 1 course with a minimum grade of C- from (MATH107, MATH111, MATH120, MATH130, MATH136, MATH140, STAT100); or must have completed MATH220 with a minimum grade of C-.   ",3,Flexible,PSYC
PSYC221 , Social Psychology ," The influence of social factors on the individual and on interpersonal behavior. Includes topics such as conformity, attitude change, person perception, interpersonal attraction, and group behavior. ", PSYC100. ,3,Hard,PSYC
PSYC300 , Research Methods in Psychology Laboratory ," A general introduction and overview to the fundamental theoretical, conceptual, and practical issues in psychological research in both the laboratory and the field. ", PSYC200.   ,4,Hard,PSYC
PSYC301 , Biological Basis of Behavior ," Recent advances in neuroscience are radically changing our understanding of how the brain works. The course first introduces the structure of the nervous system and the electrical and chemical signals at the core of brain function. Students then explore how the nervous system gathers and makes sense of information from the world around us. The last portion of the course focuses on plasticity, the concept that our brains are constantly changing, and its implications for nervous system development, memory, sexual behavior, sleep, and other complex behaviors. ", PSYC100. And BSCI170 and BSCI171; or BSCI105. ,3,Flexible,PSYC
PSYC302 , Fundamentals of Learning and Behavior ," Overview of the fundamental types of learning that occur without formal instruction. The course covers fundamentals of classical and instrumental conditioning as studied in a variety of species in addition to more modern theories of learning. We will then explore how these principles influence diverse processes such as memory, attention, extinction, categorization, motivation, and in some cases, how they are implemented in the brain and disrupted in disease. ", PSYC100. And BSCI170 and BSCI171; or BSCI105.  ,3,Flexible,PSYC
PSYC303 , Professional Development for Psychology Majors ," An investigation of various career and graduate school opportunities available to psychology majors. Students will learn about a wide range of career fields, will learn how to utilize available resources to pursue career goals, and will take steps to advance their professional identity and development. ", PSYC100; and must have completed 3 additional credits in PSYC courses. Or permission of BSOS-Psychology department.  ,1,Flexible,PSYC
PSYC330 , Child Psychopathology ," Etiology, diagnosis, prevention and treatment of emotional disorders of childhood and adolescence. ", PSYC100.   ,3,Hard,PSYC
PSYC334 , Psychology of Interpersonal Relationships ," Research, theory and their practical applications pertaining to the development, maintenance and dissolution of human relationships. Processes critical to successful relating (e.g., communication, bargaining, conflict resolution), and issues associated with troubled dyadic relations with equal partners (e.g., jealousy, spouse abuse, divorce). ", PSYC100. ,3,Hard,PSYC
PSYC336 , Psychology of Women ," A survey of the biology, life span development, socialization, personality, mental health, and special issues of women. ", PSYC100.   ,3,Hard,PSYC
PSYC341 , Introduction to Memory and Cognition ," An introduction to the basic concepts of cognitive psychology, the scientific study of mental processes. Topics will include perception, attention, memory, reasoning, and language, with an emphasis on how findings from cognitive psychology can inform real-life thinking (e.g., memory strategies for studying, pitfalls of multitasking, and how/why our memories can fail us). ", PSYC200 and PSYC300. ,3,Hard,PSYC
PSYC353 , Adult Psychopathology ," The nature, diagnosis, etiology, and treatment of mental disorders. ", PSYC100.   ,3,Hard,PSYC
PSYC354 , Multicultural Psychology in the U.S. ," What are the psychological implications of racism, sexism, homophobia and other structures of inequality in the United States? How do socio-cultural privilege and oppression influence individual and group thoughts, feelings, and behaviors? This course will take a current events focus to understanding multicultural and social justice issues in psychology with an emphasis on self-reflection, mental health, cross-cultural communication, and strategies for social change. ", PSYC100. ,3,Hard,PSYC
PSYC355 , Developmental Psychology ," Survey of research and theory of psychological development from conception through childhood, stressing physiological, conceptual and behavioral changes, and the social and biological context in which individuals develop. ", PSYC100. ,3,Hard,PSYC
PSYC361 , Survey of Industrial and Organizational Psychology ," A general survey of the field of industrial organizational psychology including such topics as organizational entry (recruitment, selection, training, socialization); organizational psychology (motivation, leadership, job attitudes); and productivity in the work place (performance appraisal, absenteeism, turnover). The role that the larger environment plays in influencing work behaviors and work attitudes. ", PSYC100. ,3,Hard,PSYC
PSYC362 , Introduction to Negotiation , Overview of the field of negotiation and the social-psychological and contextual factors that facilitate and inhibit successful negotiation agreements. Students will engage in a variety of negotiation exercises individually and as a team. , PSYC221 or PSYC361; or permission of BSOS-Psychology department.   ,3,Flexible,PSYC
PSYC401 , Biological Bases of Behavior Laboratory ," Students will study some of the key concepts in neuroscience by combining behavioral experiments with electrode recording from neurons controlling the behaviors. We will intensively examine concepts like creation of rhythmic behaviors (walking, flight), neurotransmitters control of aggression, drug affects on synaptic activity, high-speed neural circuits for effective escape from predators, and CNS maps in the visual system for directing prey capture. Students will learn microsurgery and a broad range of neural recording techniques. We work with animals (invertebrates, cold-blooded vertebrates) every week. A strong biology background will be beneficial. ", PSYC300; and (PSYC301 or BSCI353).   ,4,Flexible,PSYC
PSYC406 , Neuroethology , A merger between the disciplines of neuroscience and ethology (animal behavior) studies the behavioral functions of nervous systems using a comparative and evolutionary approach. Students will learn how the nervous system controls behavioral patterns in a variety of different organisms ranging from insects to mammals. , PSYC301.   ,3,Hard,PSYC
PSYC420 , Experimental Psychology: Social Psychology Laboratory , A laboratory course to provide a basic understanding of experimental method in social psychology and experience in conducting research on social processes. , PSYC300 and PSYC221.   ,4,Hard,PSYC
PSYC424 , Communication and Persuasion , Effect of social communication upon behavior and attitudes. Theory and research concerning attitude change and social influence. , PSYC221 and PSYC200. ,3,Hard,PSYC
PSYC425 , Psychology and Law ," An introduction to the intersection of psychology and the criminal justice sytem, known as the field of legal psychology. The material covered will span the course of the criminal justice process and examine each aspect from a psychological perspective beginning with profiling and moving on to eyewitness memory and judgements through perpetrator memories and interrogation techniques. These apsects will be evaluated with a research lens as well as an applied outlook. "," PSYC100, PSYC200, and PSYC300.   ",3,Hard,PSYC
PSYC432 ," Counseling Psychology: Theories, Research, and Practice ", Analysis of research and intervention strategies developed and used by counseling psychologists. Historical and current trends in content and methodology. , PSYC200. ,3,Hard,PSYC
PSYC433 , Basic Helping Skills: Research and Practice ," Theories and research regarding effective helping relationships, with a focus on applications to counseling and psychotherapy. Students will practice helping skills with each other and will conduct research projects evaluating their helping skills. Students should be willing to talk about personal issues in class. Attendance in labs is mandatory and contributes to the course grade; thus, students should only enroll in a lab section that they will be able to attend consistently. ", PSYC300.   ,4,Hard,PSYC
PSYC436 , Introduction to Clinical Psychology: From Science to Practice ," Critical analysis of clinical psychology, with particular emphasis on current developments and trends. ", PSYC300. ,3,Hard,PSYC
PSYC437 , The Assessment and Treatment of Addictive Behaviors ," Explores the current research in assessment and treatment of addictive behaviors. Topics may include addictions in the areas of alcohol, drugs, nicotine, gambling, and eating. ", PSYC100; and 9 credits in PSYC courses.   ,3,Hard,PSYC
PSYC602 , Quantitative Methods II ," A continuation of PSYC 601. Topics include experimental design, analysis of variance, analysis of covariance, multiple regression, and general linear models. ", PSYC601. ,4,Hard,PSYC
PSYC603 , Introduction to Industrial and Organizational Psychology ," Advanced survey of industrial-organizational psychology, including selection, training, motivation, group processes, leadership, organizational psychology, and organizational theory. Readings stressed and seminar time will be used for lectures, discussion and integration of the reading materials. ", None ,3,None,PSYC
PSYC604 , Fundamentals of Social Psychology ," A survey of classic and contemporary theories, research and methods in social psychology. ", None ,3,None,PSYC
PSYC622 , Research Methods in Clinical Psychology ," Examines issues and strategies in conceptual systems, designs and methodologies of current research in clinical and community psychology. Readings include critical analyses of published research. Course requirements include preparation of a research proposal for a thesis level study. ", None ,3,None,PSYC
PSYC623 , Child Psychopathology , Examines the scientific and clinical literature relevant to normal and pathological behavior in children and adolescents. Issues in developmental psychopathology and consideration of processes initiated in childhood which manifest as pathology in adulthood are also considered. , None ,3,None,PSYC
PSYC625 ," Clinical Assessment: Psychometric Principles, Testing and Behavior ", An examination of fundamental principles of psychological assessment; application of these principles to the development of evidence-based assessments of clinical conditions and associated behaviors; and application of evidence-based assessments to the evaluation and understanding of clinical conditions evaluated and treated in therapeutic settings. , None ,3,None,PSYC
PSYC630 , Behavioral and Cognitive Behavioral Intervention for Adults ," Introduces students to the process of therapy with particular focus on behavioral focus on behavioral and cognitive behavioral internentions. Syllabus focuses on theory, research, client diversity, ehtics, and practical aspects of conducting therapy. ", PSYC680.   ,3,Hard,PSYC
PSYC632 , Behavioral and Cognitive Behavioral Intervention for Children and Adolescents ," Introduces students to the process of therapy with particular focus on behavioral and cognitive behavioral interventions in children and adolescents. Syllabus focuses on theory, research, client diversity, ethics and practical aspects of conducting therapy. ", None ,3,None,PSYC
PSYC652 , Analytical Thinking: Statistical Methods at Work ," Personal and organizational growth begins with asking and answering great questions. Correspondingly, this course begins with demonstrations of how to translate business questions into research questions. Statistical methods used to answer business questions are taught first conceptually, then computationally using statistical software. This course emphasizes interpreting results, the regression model, and other issues salient to business research, such as handling large datasets. Students will be provided with a simulated dataset that they will use in learning how to frame and answer business questions using the techniques covered in this course. At the conclusion of this course, students will be required to provide an executive-level presentation on the business question, their findings, and resulting implications. ", None ,3,None,PSYC
PSYC654 , Advanced Analytical Thinking: Statistical Methods at Work II ," Students will delve deeply into issues of interpreting and questioning analytic results. Students will learn how to creatively present empirical results in ways that grab the attention of, and are clear to, a variety of stakeholders. Students will present group projects in two presentations, one to the rest of the class (technical audience) and one to an expert panel of practitioners. Finally, this course will introduce students conceptually to a number of advanced statistical methods, such as meta-analysis and structural equation modeling. ", PSYC652 and PSYC653.   ,3,Hard,PSYC
PSYC655 , Talent Development ," In this course, students will learn how to design and implement effective employee training programs as well as how to encourage informal learning in organizations. This course will review current theories in adult learning (e.g., ADDIE model, action learning, peer feedback/coaching), several popular assessment tools (e.g., MBTI), and best practices for evaluating training programs. Issues relevant to leadership identification and development, including succession planning, will also be covered. As part of this course, students will work in teams to design and deliver a brief training module and practice giving and receiving feedback. Additionally, students will complete, and facilitate a debriefing on, a 360-degree feedback assessment. ", None ,3,None,PSYC
PSYC691 , Research in Counseling Psychology II , Critical analysis of trends and issues in counseling psychology science. , None ,3,None,PSYC
PSYC737 , Research Methods in Industrial/Organizational Psychology ," Philosophy, theory, and method issues underlying I/O psychology. History and the effectiveness of different methods for answering different questions is explored. Reliability and validity are emphasized. ", PSYC603; or permission of instructor. ,3,Flexible,PSYC
SPHL100 , Foundations of Public Health ," An overview of the goals, functions, and methods of public health. After an introduction to the core concepts and tools used in public health research and practice, applications of these methodologies are considered in the context of current controversies/problems in public health.  Students work together to develop strategies for prevention and control that take into consideration different points of view, outside research, and impacts on individuals and communities. ", None ,3,None,SPHL
SPHL291 ," Can we move beyond medication? Examining yoga, mindfulness and other nontraditional practices for health and wellbeing "," Does yoga improve the health of wounded warriors and/or breast cancer survivors? Can mindfulness enhance your business success and family relationships, or is it social media hype? Do you know what reflexology is, and does it help reduce your personal stress level? Increasing numbers of people are using nutritional supplements, meditation, yoga and other forms of exercise, acupuncture and experiences in nature to reduce stress levels and improve overall health and well-being.  In the media, scientists to celebrities have alternately endorsed or rejected claims about how these and other nontraditional health practices benefit health and well-being. Students will sample some of these nontraditional health practices and explore whether these practices can enhance their own well-being. General scientific methods for health research will be introduced and students will use this knowledge to evaluate the existing scientific research on these practices. Students will also evaluate whether popular and media translation of scientific research on these practices is fact-based. ", None ,3,None,SPHL
SPHL333 , Fundamentals of Undergraduate Teaching for Education Assistants and Mentors (UTEAM) ," Supports the professional and personal development of UG students in the UTEAM program. Must be completed concurrently with the first semester of providing UTEAM support to a specific course.UTEAM members are dedicated student learners who provide peer education support for specific course as part of the teaching team and emphasizes: 1) introduction to teaching, learning, literature and practice, 2) collaboration with other UTEAM members, faculty and staff as a learning community, and 3) reflection on the knowledge and skills developed through course participation. ", None ,1,None,SPHL
SPHL600 , Foundations of Public Health ," An overview of the goals, functions, and methods of public health. After an introduction to the core concepts and tools used in public health research and practice, applications of these methodologies are considered in the context of current controversies/problems in public health.  Students work together to develop strategies for prevention and control that taken into consideration different points of view, outside research, and impacts on individuals and communities. ", None ,3,None,SPHL
SPHL610 ," Program and Policy Planning, Implementation, and Evaluation "," This second course in the MPH/MHA integrated core sequence will prepare students to engage in the important tasks of assessing population and patient needs, implementing and evaluating culturally appropriate public health programs, policies, and interventions, and pursuing appropriate resources to support activities through the policy process and via effective use of power in the face of competing interests. The course will be a mix of individual and team-based assignments based upon an existing or newly identified problem, in addition to case studies, interactive simulations, and applied writing assignments. ", None ,5,None,SPHL
SPHL611 , Public Health Ethics , Overview and discussion of ethical issues that face public health practitioners. , Must have completed SPHL601; or permission of instructor.   ,1,Flexible,SPHL
SPHL612 , Research Ethics , Overview and discussion of ethical issues that face public health researchers. , None ,1,None,SPHL
STAT100 , Elementary Statistics and Probability ," Simplest tests of statistical hypotheses; applications to before-and-after and matched pair studies. Events, probability, combinations, independence. Binomial probabilities, confidence limits. Random variables, expected values, median, variance. Tests based on ranks. Law of large numbers, normal approximation. Estimates of mean and variance. "," MATH110, MATH112, MATH113, or MATH115; or permission of CMNS-Mathematics department; or must have math eligibility of STAT100 or higher and math eligibility is based on the Math Placement Exam or the successful completion of Math 003 with appropriate eligibility.  ",3,Flexible,STAT
STAT400 , Applied Probability and Statistics I ," Random variables, standard distributions, moments, law of large numbers and central limit theorem. Sampling methods, estimation of parameters, testing of hypotheses. "," 1 course with a minimum grade of C- from (MATH131, MATH141); or students who have taken courses with comparable content may contact the department.   ",3,Flexible,STAT
STAT401 , Applied Probability and Statistics II ," Point estimation - unbiased and consistent estimators. Interval estimation. Minimum variance and maximum likelihood estimators. Testing of hypotheses. Regression, correlation and analysis of variance. Sampling distributions. Elements of non-parametric methods. "," 1 course with a minimum grade of C- from (STAT400, STAT410).   ",3,Hard,STAT
STAT410 , Introduction to Probability Theory , Probability and its properties. Random variables and distribution functions in one and several dimensions. Moments. Characteristic functions. Limit theorems. ," 1 course with a minimum grade of C- from (MATH240, MATH461, MATH341); and 1 course with a minimum grade of C- from (MATH340, MATH241).   ",3,Hard,STAT
STAT420 , Theory and Methods of Statistics ," Point estimation, sufficiency, completeness, Cramer-Rao inequality, maximum likelihood. Confidence intervals for parameters of normal distribution. Hypothesis testing, most powerful tests, likelihood ratio tests. Chi-square tests, analysis of variance, regression, correlation. Nonparametric methods. "," 1 course with a minimum grade of C- from (SURV410, STAT410).   ",3,Hard,STAT
STAT426 , Introduction to Data Science and Machine Learning , An introductory course to the recent developments in the fields of data science and machine learning. Emphasis will be given to mathematical and statistical understanding of commonly used methods and processes. ," Minimum grade of C- in MATH241 or MATH340; and minimum grade of C- in MATH240,  MATH461 or MATH341;  and minimum grade of C- in STAT400 or STAT410;  students who have taken courses with content comparable to STAT400/410 may request permission of the instructor.  ",3,Flexible,STAT
STAT430 , Introduction to Statistical Computing with SAS ," Descriptive and inferential statistics. SAS software: numerical and graphical data summaries; merging, sorting and splitting data sets. Least squares, regression, graphics and informal diagnostics, interpreting results.  Categorical data, lifetime data, time series. Applications to engineering, life science, business and social science. "," 1 course with a minimum grade of C- from (STAT400, STAT410). ",3,Hard,STAT
STAT440 , Sampling Theory ," Simple random sampling. Sampling for proportions. Estimation of sample size. Sampling with varying probabilities. Sampling: stratified, systematic, cluster, double, sequential, incomplete. "," 1 course with a minimum grade of C- from (STAT401, STAT420).   ",3,Hard,STAT
STAT464 , Introduction to Biostatistics , Probabilistic models. Sampling. Some applications of probability in genetics. Experimental designs. Estimation of effects of treatments. Comparative experiments. Fisher-Irwin test. Wilcoxon tests for paired comparisons. , Must have completed one semester of calculus.  ,3,Hard,STAT
STAT470 , Actuarial Mathematics ," Major mathematical ideas involved in calculation of life insurance premiums, including compound interest and present valuation of future income streams; probability distribution and expected values derived from life tables; the interpolation of probability distributions from values estimated at one-year multiples; the 'Law of Large Numbers' describing the regular probabilistic behavior of large populations of independent individuals; and the detailed calculation of expected present values arising in insurance problems. "," 1 course with a minimum grade of C- from (MATH240, MATH461, MATH341); and 1 course with a minimum grade of C- from (MATH340, MATH241).   ",3,Hard,STAT
STAT601 , Probability Theory II , Weak convergence of measures; characteristic functions; Central Limit Theorem and local limit theorem; stable laws; Kolmogorov consistency theorem (without proof); conditional expectations and martingales; optimal stopping theorem; convergence of martingales; Brownian motion; Markov processes and families; stochastic integral and Ito formula. , STAT600. ,3,Hard,STAT
STAT650 , Applied Stochastic Processes ," Basic concepts of stochastic processes. Markov processes (discrete and continuous parameters), Random walks, Poisson processes, Birth and death processes. Renewal processes and basic limit theorems. Discrete time martingales, stopping times, optional sampling theorem. Applications from theories of stochastic epidemics, survival analysis and others. ", STAT410; or students who have taken courses with comparable content may contact the department. ,3,Flexible,STAT
STAT701 , Mathematical Statistics II ," Testing hypotheses: parametric methods. Neyman-Pearson lemma. Uniformly most powerful tests. Unbiased tests. Locally optimal tests. Large sample theory, asymptotically best procedures. Nonparametric methods, Wilcoxon, Fisher-Yates, median tests. Linear models, analysis of variance, regression and correlation. Sequential analysis. ", STAT700; or students who have taken courses with comparable content may contact the department. ,3,Flexible,STAT
STAT730 , Time Series Analysis ," The methodology of probabilistic description and statistical analysis of (primarily stationary) random sequences and processes. Correlation functions, Gaussian processes, Hilbert-space methods including Wold decomposition and spectral representation, periodogram and estimation of spectral densities, parameter estimation and model identification for ARMA processes, linear filtering, Kalman-Bucy filtering, sampling theorems for continuous-time series, multivariate time series. ", STAT700; and must have completed a graduate course in analysis. Or permission of instructor.   ,3,Flexible,STAT
STAT741 , Linear Statistical Models II ," Continuation of STAT 740. Multiway layouts, incomplete designs, Latin squares, complete and fractional factorial designs, crossed and nested models. Balanced random effects models, mixed models, repeated measures.General mixed model, computational algorithms, ML and REML estimates. Generalized linear models, logistic and loglinear regression. ", STAT740. ,3,Hard,STAT
URSP600 , Research Design and Application ," Techniques in urban research, policy analysis, and planning. Survey of descriptive and normative models. Objective and subjective measurements. Emphasis on assumptions of research. ", None ,3,None,URSP
